"Type","Comet","Obs date","Extinction","Meth","Comet vis","Mag","Conditions","Ref cat","Inst T","App","Inst F","Inst P","Coma vis","Coma","Coma notes","DC","Tail vis","Tail","Tail unit","PA","User","Association","Country","Location","Comment","Sky quality","Sky quality method","Reference stars"
"CCD","C/2023 A3","2023-05-13 20:23","","C","","16.9","","GG","L","41.0","4","300","","0.24'","","8.5","","","","","SHU","British Astronomical Association","Belarus","","","","",""
"CCD","C/2023 A3","2024-03-08 04:04","","C","","12.2","","AR","L","30.0","4","1800","","1.80'","","","","1.30'","'","312°","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2023-05-21 23:03","","C","","16.4","","GG","Y","20.3","5","3600","","","","","","","","","BUI01","Dutch Comet Section","Netherlands","Dordrecht, NL (G06)","Atik 460EX","","",""
"CCD","C/2023 A3","2024-04-16 21:50","","C","","10.6","","AR","L","30.0","4","1200","","3.70'","","","","5.70'","'","82°","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2023-05-22 23:16","","C","","16.5","","GG","S","20.0","4","300","","0.33'","","9.0","","","","","SHU","British Astronomical Association","Belarus","","","","",""
"CCD","C/2023 A3","2024-05-02 21:50","","C","","10.2","","GG","L","41.0","4","60","","0.72'","","7.5","","3.50'","'","93°","SHU","British Astronomical Association","Belarus","","","","",""
"CCD","C/2023 A3","2024-04-15 14:50","","C","","10.4","","BG","L","20.3","4","120","","","","","","","","","XIO","International Comet Quarterly","China","Daocheng, China(remote,O40)","","","",""
"CCD","C/2023 A3","2024-04-15 20:55","","C","","10.4","","BG","L","20.3","4","120","","","","","","","","","XIO","International Comet Quarterly","China","Daocheng, China(remote,O40)","","","",""
"CCD","C/2023 A3","2024-04-13 16:45","","C","","10.5","","BG","L","20.3","4","120","","","","","","","","","XIO","International Comet Quarterly","China","Daocheng, China(remote,O40)","","","",""
"CCD","C/2023 A3","2023-05-25 21:50","","C","","17.2","","AQ","L","20.0","4","2280","","0.60'","","","","","","","LOS02","Society for Interplanetary Matter","Czech Republic","","","","",""
"CCD","C/2023 A3","2024-05-06 11:31","","C","","11.3","","AQ","T","35.0","5","60","","1.70'","","","","4.90'","'","99°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-04-10 13:40","","C","","11.1","","AQ","T","35.0","5","120","","1.60'","","","","1.90'","'","68°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2023-02-28 18:43","","C","","18.2","","AV","L","51.0","4","900","","","","9.0","","","","","YOS02","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2023-06-12 20:09","","C","","17.3","","AQ","L","20.0","4","2340","","0.40'","","","","","","","LOS02","Society for Interplanetary Matter","Czech Republic","","","","",""
"CCD","C/2023 A3","2023-05-19 21:07","","C","","16.4","","AR","L","30.0","4","1500","","0.60'","","","","","","","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2023-05-23 21:35","","C","","16.2","","AR","L","30.0","4","3000","","0.80'","","","","","","","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2023-05-29 21:50","","C","","16.4","","AR","L","30.0","4","1800","","0.40'","","","","","","","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2023-06-01 21:35","","C","","16.5","","AR","L","30.0","4","1800","","0.40'","","","","","","","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2023-06-07 22:04","","C","","16.4","","AR","L","30.0","4","1800","","0.40'","","","","","","","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2023-06-12 21:50","","C","","16.3","","AR","L","30.0","4","1800","","0.40'","","","","","","","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2024-04-16 12:57","","C","","11.2","","AQ","T","35.0","5","60","","1.60'","","","","1.90'","'","82°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2023-06-16 22:25","","C","","16.5","","GG","Y","20.3","5","2700","","","","","","","","","BUI01","Dutch Comet Section","Netherlands","Dordrecht, NL (G06)","Atik 460EX","","",""
"CCD","C/2023 A3","2024-02-13 18:14","","C","","13.1","","HV","L","15.0","3","40","","0.70'","","","","","","","HAR10","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-04-17 12:57","","C","","10.9","","AQ","T","35.0","5","60","","1.60'","","","","1.70'","'","82°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-15 20:44","","C","","10.3","","AV","R","6.8","5","930","","2.80'","","","","0.15°","°","100°","PAR03","Polish Comet Observers","Poland","","DSLR green; Baader Neodymium filter used to reduce Moonlight. Temperature: +11 C; Humidity 20%","","",""
"CCD","C/2023 A3","2024-04-18 13:12","","C","","10.9","","AQ","T","35.0","5","60","","1.60'","","","","2.40'","'","86°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-04-10 18:50","","C","","10.7","","BG","L","20.3","4","120","","1.00'","","7.0","","","","","XIO","International Comet Quarterly","China","Daocheng, China(remote,O40)","","","",""
"CCD","C/2023 A3","2024-04-18 20:09","","C","","10.4","","AQ","Y","40.0","8","300","","1.80'","","","","4.10'","'","86°","KII","URSA Astronomical Association","Finland","","","","",""
"CCD","C/2023 A3","2024-05-03 14:53","","C","","10.7","","U4","R","5.0","5","180","","","","","","","","","IMAaa","International Comet Quarterly","Japan","Nakagawa","","","",""
"CCD","C/2023 A3","2024-05-16 11:52","","C","","10.8","","U4","R","5.0","5","180","","","","","","","","","IMAaa","International Comet Quarterly","Japan","Nakagawa","","","",""
"CCD","C/2023 A3","2023-12-20 22:50","","C","","14.1","","BG","L","20.3","4","597","","0.30'","","8.0","","","","","XIO","International Comet Quarterly","China","Daocheng, China(remote,O46)","Obs: C. Guo, Y. Lu, J. Xiong; Mea: J. Xiong","","",""
"CCD","C/2023 A3","2024-05-26 16:25","","C","","10.5","","BG","L","20.3","","","","","","","","","","","XIO","International Comet Quarterly","China","Daocheng, China(remote,O40)","","","",""
"CCD","C/2023 A3","2024-03-16 20:15","","C","","11.7","","BG","L","20.3","4","120","","0.75'","","6.0","","","","","XIO","International Comet Quarterly","China","Xingyuan Observatory, Daocheng, China(remote)","Obs: C. Guo, Y. Lu, J. Xiong; Mea: J. Xiong, Zero Pt.25.84mag, mlim=18.2 (SNR=5)","","",""
"CCD","C/2023 A3","2024-05-24 21:07","","C","","11.4","","GG","L","41.0","4","60","","0.62'","","6.5","","6.80'","'","102°","SHU","British Astronomical Association","Belarus","","","","",""
"CCD","C/2023 A3","2024-05-09 12:57","","C","","10.6","","TJ","R","7.6","6","75","","2.00'","","","","2.90'","'","98°","YAM03","","Japan","","","","",""
"CCD","C/2023 A3","2023-06-11 21:50","","C","","16.5","","AR","L","30.0","4","1800","","0.40'","","","","","","","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2023-07-15 21:07","","C","","16.4","","GG","L","41.0","4","1140","","0.24'","","8.0","","","","","SHU","British Astronomical Association","Belarus","","","","",""
"CCD","C/2023 A3","2023-06-24 22:04","","C","","16.3","","AR","L","30.0","4","1890","","0.40'","","","","","","","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2023-07-06 21:50","","C","","16.3","","AR","L","30.0","4","1890","","0.40'","","","","","","","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2023-02-27 07:51","","C","","18.0","","BG","H","30.5","4","4200","","","","","","","","","MAI01","ALPO Comet Section","United States","Comet Hunter Observatory 2","","","",""
"CCD","C/2023 A3","2023-02-28 04:47","","C","","17.7","","AR","L","30.0","4","4800","","0.80'","","","","","","","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2024-04-02 03:00","","C","","11.3","","U4","L","200.0","4","5280","","1.80'","","","","2.20'","'","29°","GAR02","British Astronomical Association","France","Var","","","",""
"CCD","C/2023 A3","2024-05-23 15:00","","C","","10.7","","BG","L","20.3","60","","","","","","","","","","XIO","International Comet Quarterly","China","Daocheng, China(remote,O40)","","","",""
"CCD","C/2023 A3","2024-05-22 23:30","","C","","11.5","","AL","Y","15.3","9","1200","","","","","","","","278°","PURab","International Comet Quarterly","India","Ahmedabad","","","",""
"CCD","C/2023 A3","2024-05-20 21:21","","C","","10.6","","AR","L","30.0","4","1200","","3.70'","","","","9.20'","'","99°","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2024-05-22 21:21","","C","","10.8","","AR","L","30.0","4","1200","","3.70'","","","","11.80'","'","97°","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2024-05-25 21:02","","C","","10.4","","GG","A","3.5","4","2900","","2.00'","","7.0",">","10.00'","'","120°","BALaa","","Russian Federation","Nizhny Novgorod","","19.5","SQM-L",""
"CCD","C/2023 A3","2024-05-15 21:08","","C","","10.5","","AV","R","6.8","5","660","","2.80'","","","","0.09°","°","100°","PAR03","Polish Comet Observers","Poland","","DSLR green. Baader Neodymium filter used to reduce Moonlight; Temperature: +11 C, Humidity 20%","","",""
"CCD","C/2023 A3","2024-04-16 23:30","","C","","10.9","","AL","Y","153.0","9","","","","","","","","","283°","PURab","International Comet Quarterly","India","Ahmedabad","","","",""
"CCD","C/2023 A3","2024-04-28 23:30","","C","","11.3","","AL","Y","153.0","9","","","","","","","","","282°","PURab","International Comet Quarterly","India","Ahmedabad","","","",""
"CCD","C/2023 A3","2024-05-25 21:21","","C","","11.0","","AR","L","30.0","4","1200","","3.70'","","","","11.20'","'","99°","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2024-05-16 21:20","","C","","10.3","","AV","R","6.8","5","900","","2.80'","","","","0.11°","°","100°","PAR03","Polish Comet Observers","Poland","","DSLR green. Baader Neodymium filter used to reduce Moonlight. Temperature: +11 C, Humidity 20%","","",""
"CCD","C/2023 A3","2024-05-16 21:43","","C","","10.5","","AV","R","6.8","5","720","","2.80'","","","","0.07°","°","100°","PAR03","Polish Comet Observers","Poland","","DSLR green. Baader Neodymium filter used to reduce Moonlight. Temperature: +11 C, Humidity 20%","","",""
"CCD","C/2023 A3","2024-03-08 03:38","","C","","12.3","","GG","Y","20.3","5","2880","","","","","","","","","BUI01","Dutch Comet Section","Netherlands","Dordrecht, NL (G06)","Atik 460EX","","",""
"CCD","C/2023 A3","2024-05-30 15:00","","C","","10.3","","BG","L","20.3","4","60","","","","","","","","","XIO","International Comet Quarterly","China","Daocheng, China(remote,O40)","","","",""
"CCD","C/2023 A3","2024-06-03 10:48","","C","","11.3","","AQ","T","35.0","5","60","","1.90'","","","","7.70'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-05-31 11:02","","C","","11.6","","AQ","T","35.0","5","60","","1.80'","","","","5.70'","'","102°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-06-01 20:28","","C","","10.5","","AR","R","7.5","4","60","","2.20'","","","","5.30'","'","100°","PAR03","Polish Comet Observers","Poland","","","","",""
"CCD","C/2023 A3","2024-05-09 16:33","","C","","10.9","","HV","L","15.0","3","40","","1.50'","","","","2.50'","'","112°","HAR10","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-05-10 16:33","","C","","10.5","","HV","L","15.0","3","40","","1.80'","","","","2.60'","'","100°","HAR10","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-05-16 16:33","","C","","11.1","","HV","L","15.0","3","40","","1.20'","","","","1.30'","'","92°","HAR10","International Comet Quarterly","Japan","","","","",""
"CCD","C/2023 A3","2024-06-05 20:20","","C","","10.2","","AV","R","7.5","4","600","","3.00'","","","","0.10°","°","102°","PAR03","Polish Comet Observers","Poland","","DSLR green; Twilight","","",""
"CCD","C/2023 A3","2024-03-16 15:35","","C","","12.3","","AQ","T","35.0","5","180","","1.30'","","","","0.80'","'","315°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-06-05 20:39","","C","","10.2","","AR","R","7.5","4","600","","3.00'","","","","0.10°","°","102°","PAR03","Polish Comet Observers","Poland","","Twilight","","",""
"CCD","C/2023 A3","2024-06-05 20:47","","C","","10.3","","AV","R","7.5","4","600","","3.00'","","","","0.10°","°","102°","PAR03","Polish Comet Observers","Poland","","Twilight","","",""
"CCD","C/2023 A3","2024-06-09 21:36","","C","","10.7","","AR","L","30.0","4","1200","","3.70'","","","","18.50'","'","97°","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2024-06-11 22:04","","C","","10.6","","AR","L","30.0","4","1200","","3.70'","","","","14.30'","'","99°","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2024-05-17 21:02","","C","","10.0","","AR","R","6.8","5","1200","","2.80'","","","","0.12°","°","100°","PAR03","Polish Comet Observers","Poland","","Moonlight (72% iluminated) - Baader neodymium filter used; temperature: +12 C","","",""
"CCD","C/2023 A3","2024-06-25 21:50","","C","","9.3","","-","R","10.0","4","120","","","","","","12.00'","'","100°","LAH","URSA Astronomical Association","Finland","Fregenal de la Sierra, Spain","","0.1","",""
"CCD","C/2023 A3","2024-05-17 21:32","","C","","10.2","","AV","R","6.8","5","1200","","2.80'","","","","0.12°","°","100°","PAR03","Polish Comet Observers","Poland","","Moonlight (72% iluminated) - Baader neodymium filter used; temperature: +12 C","","",""
"CCD","C/2023 A3","2024-06-02 22:30","","C","","10.0","","-","R","10.0","4","120","","","","","","8.50'","'","","LAH","URSA Astronomical Association","Finland","Fregenal de la Sierra, Spain","","","",""
"CCD","C/2023 A3","2024-05-16 21:06","","C","","10.4","","AR","R","6.8","5","900","","2.80'","","","","0.11°","°","100°","PAR03","Polish Comet Observers","Poland","","Moonlight - Baader neodymium filter used; temperature: +11 C","","",""
"CCD","C/2023 A3","2024-06-07 21:07","","C","","11.0","","GG","L","41.0","4","60","","0.81'","","6.5","","8.50'","'","101°","SHU","British Astronomical Association","Belarus","","","","",""
"CCD","C/2023 A3","2024-05-16 21:32","","C","","10.6","","AV","R","6.8","5","900","","2.80'","","","","0.11°","°","100°","PAR03","Polish Comet Observers","Poland","","Moonlight - Baader neodymium filter used; temperature: +11 C","","",""
"CCD","C/2023 A3","2024-05-16 21:36","","C","","10.0","","AR","R","6.8","5","720","","2.80'","","","","0.07°","°","100°","PAR03","Polish Comet Observers","Poland","","Moonlight - Baader neodymium filter used; temperature: +11 C","","",""
"CCD","C/2023 A3","2024-05-16 21:50","","C","","10.2","","AV","R","6.8","5","720","","2.80'","","","","0.07°","°","100°","PAR03","Polish Comet Observers","Poland","","Moonlight - Baader neodymium filter used; temperature: +11 C","","",""
"CCD","C/2023 A3","2024-06-23 21:56","","C","","10.5","","GG","Y","20.3","5","720","","","","","","","","","BUI01","Dutch Comet Section","Netherlands","Dordrecht, NL (G06)","Atik 460EX","","",""
"CCD","C/2023 A3","2024-06-10 04:33","","C","","11.2","","AQ","L","25.0","3","120","","2.00'","","","","12.60'","'","101°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-06-26 21:50","","C","","10.2","","AR","L","30.0","4","1260","","3.70'","","","","17.50'","'","99°","DEK01","International Comet Quarterly","Belgium","","","","",""
"CCD","C/2023 A3","2024-05-15 20:31","","C","","10.4","","AR","R","6.8","5","930","","2.80'","","","","0.15°","°","100°","PAR03","Polish Comet Observers","Poland","","Moonlight - Baader neodymium filter used; temperature: +11 C","","",""
"CCD","C/2023 A3","2024-05-15 20:56","","C","","10.5","","AV","R","6.8","5","930","","2.80'","","","","0.15°","°","100°","PAR03","Polish Comet Observers","Poland","","Moonlight - Baader neodymium filter used; temperature: +11 C","","",""
"CCD","C/2023 A3","2024-05-15 21:02","","C","","10.2","","AR","R","6.8","5","660","","2.80'","","","","0.09°","°","100°","PAR03","Polish Comet Observers","Poland","","Moonlight - Baader neodymium filter used; temperature: +11 C","","",""
"CCD","C/2023 A3","2024-07-11 17:16","","C","","10.4","","AQ","R","10.6","5","120","","2.80'","","","","15.10'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
"CCD","C/2023 A3","2024-06-28 11:31","","C","","11.4","","AQ","T","35.0","5","60","","1.80'","","","","8.20'","'","100°","PEA","International Comet Quarterly","Australia","","","","",""
